file,benchmark_id,location_group,split,windows,estimated_samples
CHN_Qingdao-36_10_T-1.xml,CHN_Qingdao-36_10_T-1,CHN_Qingdao,train,14,56
CHN_Qingdao-5_36_T-1.xml,CHN_Qingdao-5_36_T-1,CHN_Qingdao,train,14,56
CHN_Tianjin-12_7_T-1.xml,CHN_Tianjin-12_7_T-1,CHN_Tianjin,test,14,56
DEU_Arnstadt-36_1_T-1.xml,DEU_Arnstadt-36_1_T-1,DEU_Arnstadt,train,14,56
DEU_Aschaffenburg-17_8_T-1.xml,DEU_Aschaffenburg-17_8_T-1,DEU_Aschaffenburg,train,14,56
DEU_Aschaffenburg-23_18_T-1.xml,DEU_Aschaffenburg-23_18_T-1,DEU_Aschaffenburg,train,14,28
DEU_Aschaffenburg-37_2_T-1.xml,DEU_Aschaffenburg-37_2_T-1,DEU_Aschaffenburg,train,14,56
DEU_Bonn-23_2_T-1.xml,DEU_Bonn-23_2_T-1,DEU_Bonn,test,2,2
DEU_Bremen-10_50_T-1.xml,DEU_Bremen-10_50_T-1,DEU_Bremen,train,14,56
DEU_Bremen-14_4_T-1.xml,DEU_Bremen-14_4_T-1,DEU_Bremen,train,14,56
DEU_Bremen-27_6_T-1.xml,DEU_Bremen-27_6_T-1,DEU_Bremen,train,14,56
DEU_Darmstadt-72_1_T-3.xml,DEU_Darmstadt-72_1_T-3,DEU_Darmstadt,train,14,56
DEU_Goeppingen-26_1_T-3.xml,DEU_Goeppingen-26_1_T-3,DEU_Goeppingen,train,9,30
DEU_Hanover-1_17_T-1.xml,DEU_Hanover-1_17_T-1,DEU_Hanover,val,14,56
DEU_Hanover-38_46_T-1.xml,DEU_Hanover-38_46_T-1,DEU_Hanover,val,14,56
DEU_Hanover-45_17_T-1.xml,DEU_Hanover-45_17_T-1,DEU_Hanover,val,14,53
DEU_Heilbronn-110_1_T-21.xml,DEU_Heilbronn-110_1_T-21,DEU_Heilbronn,val,14,56
DEU_Heilbronn-138_1_T-6.xml,DEU_Heilbronn-138_1_T-6,DEU_Heilbronn,val,14,56
DEU_Heilbronn-13_1_T-2.xml,DEU_Heilbronn-13_1_T-2,DEU_Heilbronn,val,14,56
DEU_Heilbronn-140_1_T-16.xml,DEU_Heilbronn-140_1_T-16,DEU_Heilbronn,val,14,56
DEU_Heilbronn-156_1_T-2.xml,DEU_Heilbronn-156_1_T-2,DEU_Heilbronn,val,14,52
DEU_Heilbronn-197_1_T-24.xml,DEU_Heilbronn-197_1_T-24,DEU_Heilbronn,val,14,56
DEU_Heilbronn-236_1_T-1.xml,DEU_Heilbronn-236_1_T-1,DEU_Heilbronn,val,14,56
DEU_Heilbronn-249_1_T-13.xml,DEU_Heilbronn-249_1_T-13,DEU_Heilbronn,val,14,56
DEU_Heilbronn-255_1_T-10.xml,DEU_Heilbronn-255_1_T-10,DEU_Heilbronn,val,14,56
DEU_Heilbronn-297_1_T-7.xml,DEU_Heilbronn-297_1_T-7,DEU_Heilbronn,val,14,56
DEU_Heilbronn-77_1_T-24.xml,DEU_Heilbronn-77_1_T-24,DEU_Heilbronn,val,14,56
DEU_Heilbronn-79_1_T-26.xml,DEU_Heilbronn-79_1_T-26,DEU_Heilbronn,val,14,56
DEU_Heilbronn-86_1_T-1.xml,DEU_Heilbronn-86_1_T-1,DEU_Heilbronn,val,14,53
DEU_Heilbronn-88_1_T-6.xml,DEU_Heilbronn-88_1_T-6,DEU_Heilbronn,val,14,56
DEU_Herzogenaurach-124_1_T-3.xml,DEU_Herzogenaurach-124_1_T-3,DEU_Herzogenaurach,test,19,76
DEU_Herzogenaurach-12_1_T-8.xml,DEU_Herzogenaurach-12_1_T-8,DEU_Herzogenaurach,test,19,76
DEU_Herzogenaurach-14_1_T-4.xml,DEU_Herzogenaurach-14_1_T-4,DEU_Herzogenaurach,test,19,76
DEU_Herzogenaurach-181_1_T-6.xml,DEU_Herzogenaurach-181_1_T-6,DEU_Herzogenaurach,test,19,76
DEU_Herzogenaurach-186_1_T-15.xml,DEU_Herzogenaurach-186_1_T-15,DEU_Herzogenaurach,test,19,76
DEU_Herzogenaurach-28_1_T-3.xml,DEU_Herzogenaurach-28_1_T-3,DEU_Herzogenaurach,test,19,76
DEU_Herzogenaurach-93_1_T-12.xml,DEU_Herzogenaurach-93_1_T-12,DEU_Herzogenaurach,test,19,76
DEU_Kempten-35_7_T-1.xml,DEU_Kempten-35_7_T-1,DEU_Kempten,train,14,56
DEU_Kiel-2_18_T-1.xml,DEU_Kiel-2_18_T-1,DEU_Kiel,val,14,56
DEU_Kiel-43_52_T-1.xml,DEU_Kiel-43_52_T-1,DEU_Kiel,val,14,56
DEU_Kiel-49_3_T-1.xml,DEU_Kiel-49_3_T-1,DEU_Kiel,val,14,56
DEU_Kiel-6_8_T-1.xml,DEU_Kiel-6_8_T-1,DEU_Kiel,val,14,56
DEU_Kleinmachnow-101_1_T-12.xml,DEU_Kleinmachnow-101_1_T-12,DEU_Kleinmachnow,train,9,36
DEU_Kleinmachnow-16_1_T-26.xml,DEU_Kleinmachnow-16_1_T-26,DEU_Kleinmachnow,train,9,36
DEU_Kleinmachnow-19_1_T-6.xml,DEU_Kleinmachnow-19_1_T-6,DEU_Kleinmachnow,train,9,36
DEU_Leipzig-59_50_T-1.xml,DEU_Leipzig-59_50_T-1,DEU_Leipzig,val,14,56
DEU_Lengede-12_1_T-2.xml,DEU_Lengede-12_1_T-2,DEU_Lengede,train,14,56
DEU_Lengede-21_1_T-15.xml,DEU_Lengede-21_1_T-15,DEU_Lengede,train,14,56
DEU_Lengede-28_1_T-47.xml,DEU_Lengede-28_1_T-47,DEU_Lengede,train,14,56
DEU_Lengede-30_1_T-27.xml,DEU_Lengede-30_1_T-27,DEU_Lengede,train,14,56
DEU_Lengede-30_1_T-47.xml,DEU_Lengede-30_1_T-47,DEU_Lengede,train,14,56
DEU_Lengede-42_1_T-5.xml,DEU_Lengede-42_1_T-5,DEU_Lengede,train,14,56
DEU_Lengede-49_1_T-19.xml,DEU_Lengede-49_1_T-19,DEU_Lengede,train,14,56
DEU_Memmingen-188_1_T-3.xml,DEU_Memmingen-188_1_T-3,DEU_Memmingen,train,14,56
DEU_Memmingen-27_1_T-6.xml,DEU_Memmingen-27_1_T-6,DEU_Memmingen,train,14,43
DEU_Memmingen-65_1_T-1.xml,DEU_Memmingen-65_1_T-1,DEU_Memmingen,train,14,56
DEU_Nuremberg-16_7_T-1.xml,DEU_Nuremberg-16_7_T-1,DEU_Nuremberg,test,14,56
DEU_Nuremberg-17_4_T-1.xml,DEU_Nuremberg-17_4_T-1,DEU_Nuremberg,test,14,56
DEU_Nuremberg-27_4_T-1.xml,DEU_Nuremberg-27_4_T-1,DEU_Nuremberg,test,14,55
DEU_Nuremberg-30_1_T-1.xml,DEU_Nuremberg-30_1_T-1,DEU_Nuremberg,test,14,39
DEU_Salzwedel-106_1_T-2.xml,DEU_Salzwedel-106_1_T-2,DEU_Salzwedel,train,19,76
DEU_Salzwedel-107_1_T-3.xml,DEU_Salzwedel-107_1_T-3,DEU_Salzwedel,train,19,76
DEU_Salzwedel-107_1_T-7.xml,DEU_Salzwedel-107_1_T-7,DEU_Salzwedel,train,19,76
DEU_Salzwedel-38_1_T-2.xml,DEU_Salzwedel-38_1_T-2,DEU_Salzwedel,train,19,76
DEU_Salzwedel-54_1_T-1.xml,DEU_Salzwedel-54_1_T-1,DEU_Salzwedel,train,19,76
DEU_Schweitenkirchen-4_1_T-3.xml,DEU_Schweitenkirchen-4_1_T-3,DEU_Schweitenkirchen,test,19,76
DEU_Schwetzingen-142_1_T-3.xml,DEU_Schwetzingen-142_1_T-3,DEU_Schwetzingen,train,19,76
DEU_Schwetzingen-176_1_T-2.xml,DEU_Schwetzingen-176_1_T-2,DEU_Schwetzingen,train,19,72
DEU_Schwetzingen-74_1_T-10.xml,DEU_Schwetzingen-74_1_T-10,DEU_Schwetzingen,train,19,76
DEU_Weimar-68_1_T-3.xml,DEU_Weimar-68_1_T-3,DEU_Weimar,train,9,36
DEU_Wolfsburg-13_1_T-6.xml,DEU_Wolfsburg-13_1_T-6,DEU_Wolfsburg,train,9,36
DEU_Wolfsburg-61_1_T-4.xml,DEU_Wolfsburg-61_1_T-4,DEU_Wolfsburg,train,9,36
DEU_Wolfsburg-77_1_T-9.xml,DEU_Wolfsburg-77_1_T-9,DEU_Wolfsburg,train,9,36
ESP_Barcelona-14_54_T-1.xml,ESP_Barcelona-14_54_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-16_18_T-1.xml,ESP_Barcelona-16_18_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-16_55_T-1.xml,ESP_Barcelona-16_55_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-16_57_T-1.xml,ESP_Barcelona-16_57_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-20_1_T-1.xml,ESP_Barcelona-20_1_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-20_23_T-1.xml,ESP_Barcelona-20_23_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-23_30_T-1.xml,ESP_Barcelona-23_30_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-30_20_T-1.xml,ESP_Barcelona-30_20_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-30_3_T-1.xml,ESP_Barcelona-30_3_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-37_31_T-1.xml,ESP_Barcelona-37_31_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-38_15_T-1.xml,ESP_Barcelona-38_15_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-44_29_T-1.xml,ESP_Barcelona-44_29_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-44_5_T-1.xml,ESP_Barcelona-44_5_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-49_56_T-1.xml,ESP_Barcelona-49_56_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-52_3_T-1.xml,ESP_Barcelona-52_3_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-53_7_T-1.xml,ESP_Barcelona-53_7_T-1,ESP_Barcelona,train,14,56
ESP_Barcelona-58_51_T-1.xml,ESP_Barcelona-58_51_T-1,ESP_Barcelona,train,14,56
ESP_Bilbao-14_4_T-1.xml,ESP_Bilbao-14_4_T-1,ESP_Bilbao,train,14,56
ESP_Bilbao-30_30_T-1.xml,ESP_Bilbao-30_30_T-1,ESP_Bilbao,train,14,56
ESP_Bilbao-41_4_T-1.xml,ESP_Bilbao-41_4_T-1,ESP_Bilbao,train,10,19
ESP_Bilbao-53_2_T-1.xml,ESP_Bilbao-53_2_T-1,ESP_Bilbao,train,14,56
ESP_Vigo-42_3_T-1.xml,ESP_Vigo-42_3_T-1,ESP_Vigo,train,14,56
ESP_Vigo-43_23_T-1.xml,ESP_Vigo-43_23_T-1,ESP_Vigo,train,14,52
ESP_Vigo-59_14_T-1.xml,ESP_Vigo-59_14_T-1,ESP_Vigo,train,14,56
ESP_Vigo-78_11_T-1.xml,ESP_Vigo-78_11_T-1,ESP_Vigo,train,14,56
ESP_Vigo-7_3_T-1.xml,ESP_Vigo-7_3_T-1,ESP_Vigo,train,14,56
ESP_Vigo-99_34_T-1.xml,ESP_Vigo-99_34_T-1,ESP_Vigo,train,14,56
FRA_Dijon-13_19_T-1.xml,FRA_Dijon-13_19_T-1,FRA_Dijon,train,14,56
FRA_Dijon-17_7_T-1.xml,FRA_Dijon-17_7_T-1,FRA_Dijon,train,14,50
FRA_Dijon-25_2_T-1.xml,FRA_Dijon-25_2_T-1,FRA_Dijon,train,14,48
GRC_ArchaioLimani-46_1_T-1.xml,GRC_ArchaioLimani-46_1_T-1,GRC_ArchaioLimani,train,9,36
GRC_ArchaioLimani-60_1_T-18.xml,GRC_ArchaioLimani-60_1_T-18,GRC_ArchaioLimani,train,9,36
GRC_NeaSmyrni-102_1_T-6.xml,GRC_NeaSmyrni-102_1_T-6,GRC_NeaSmyrni,train,14,56
GRC_NeaSmyrni-127_1_T-4.xml,GRC_NeaSmyrni-127_1_T-4,GRC_NeaSmyrni,train,14,56
GRC_NeaSmyrni-44_1_T-10.xml,GRC_NeaSmyrni-44_1_T-10,GRC_NeaSmyrni,train,14,56
GRC_NeaSmyrni-48_1_T-11.xml,GRC_NeaSmyrni-48_1_T-11,GRC_NeaSmyrni,train,14,56
GRC_NeaSmyrni-71_1_T-9.xml,GRC_NeaSmyrni-71_1_T-9,GRC_NeaSmyrni,train,14,56
GRC_NeaSmyrni-73_1_T-26.xml,GRC_NeaSmyrni-73_1_T-26,GRC_NeaSmyrni,train,14,56
GRC_NeaSmyrni-76_1_T-43.xml,GRC_NeaSmyrni-76_1_T-43,GRC_NeaSmyrni,train,14,56
HRV_Centar-13_1_T-14.xml,HRV_Centar-13_1_T-14,HRV_Centar,train,19,76
HRV_Centar-45_1_T-7.xml,HRV_Centar-45_1_T-7,HRV_Centar,train,19,76
HRV_Centar-46_1_T-15.xml,HRV_Centar-46_1_T-15,HRV_Centar,train,19,76
HRV_Centar-49_1_T-9.xml,HRV_Centar-49_1_T-9,HRV_Centar,train,19,76
HRV_Centar-5_1_T-10.xml,HRV_Centar-5_1_T-10,HRV_Centar,train,19,76
HRV_Centar-8_1_T-15.xml,HRV_Centar-8_1_T-15,HRV_Centar,train,19,76
HRV_Pula-27_3_T-1.xml,HRV_Pula-27_3_T-1,HRV_Pula,train,2,8
POL_Krakow-25_1_T-7.xml,POL_Krakow-25_1_T-7,POL_Krakow,train,19,76
POL_Krakow-52_1_T-29.xml,POL_Krakow-52_1_T-29,POL_Krakow,train,19,76
POL_Krakow-73_1_T-18.xml,POL_Krakow-73_1_T-18,POL_Krakow,train,19,76
POL_Poznan-48_1_T-22.xml,POL_Poznan-48_1_T-22,POL_Poznan,train,19,76
POL_Poznan-53_1_T-9.xml,POL_Poznan-53_1_T-9,POL_Poznan,train,19,76
POL_Poznan-81_1_T-1.xml,POL_Poznan-81_1_T-1,POL_Poznan,train,18,55
POL_Srodmiescie-140_1_T-29.xml,POL_Srodmiescie-140_1_T-29,POL_Srodmiescie,train,9,36
POL_Srodmiescie-140_1_T-73.xml,POL_Srodmiescie-140_1_T-73,POL_Srodmiescie,train,9,36
POL_Srodmiescie-149_1_T-117.xml,POL_Srodmiescie-149_1_T-117,POL_Srodmiescie,train,9,36
POL_Srodmiescie-149_1_T-164.xml,POL_Srodmiescie-149_1_T-164,POL_Srodmiescie,train,9,36
POL_Srodmiescie-34_1_T-40.xml,POL_Srodmiescie-34_1_T-40,POL_Srodmiescie,train,9,36
POL_Srodmiescie-74_1_T-23.xml,POL_Srodmiescie-74_1_T-23,POL_Srodmiescie,train,9,36
USA_Austin-36_14_T-1.xml,USA_Austin-36_14_T-1,USA_Austin,test,14,56
USA_Austin-44_9_T-1.xml,USA_Austin-44_9_T-1,USA_Austin,test,14,56
USA_Lanker-1_3_T-1.xml,USA_Lanker-1_3_T-1,USA_Lanker,train,3,12
USA_NewYork-80_10_T-1.xml,USA_NewYork-80_10_T-1,USA_NewYork,train,14,56
USA_Phoenix-43_6_T-1.xml,USA_Phoenix-43_6_T-1,USA_Phoenix,train,14,52
USA_Phoenix-51_10_T-1.xml,USA_Phoenix-51_10_T-1,USA_Phoenix,train,14,42
USA_Phoenix-63_11_T-1.xml,USA_Phoenix-63_11_T-1,USA_Phoenix,train,14,44
USA_Phoenix-67_10_T-1.xml,USA_Phoenix-67_10_T-1,USA_Phoenix,train,14,56
USA_Phoenix-75_26_T-1.xml,USA_Phoenix-75_26_T-1,USA_Phoenix,train,14,56
USA_Tyler-31_1_T-7.xml,USA_Tyler-31_1_T-7,USA_Tyler,train,14,56
USA_Tyler-66_1_T-10.xml,USA_Tyler-66_1_T-10,USA_Tyler,train,14,56
USA_Washington-28_45_T-1.xml,USA_Washington-28_45_T-1,USA_Washington,train,14,56
USA_Washington-32_13_T-1.xml,USA_Washington-32_13_T-1,USA_Washington,train,14,56
ZAM_Tjunction-1_307_T-1.xml,ZAM_Tjunction-1_307_T-1,ZAM_Tjunction,train,13,52
ZAM_Zip-1_64_T-1.xml,ZAM_Zip-1_64_T-1,ZAM_Zip,train,7,21
