file,benchmark_id,location_group,windows,estimated_samples,reason
DEU_Cologne-37_46_I-1.xml,DEU_Cologne-37_46_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-39_39_I-1.xml,DEU_Cologne-39_39_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-3_20_I-1.xml,DEU_Cologne-3_20_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-53_52_I-1.xml,DEU_Cologne-53_52_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-54_19_I-1.xml,DEU_Cologne-54_19_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-55_49_I-1.xml,DEU_Cologne-55_49_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-5_39_I-1.xml,DEU_Cologne-5_39_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-61_19_I-1.xml,DEU_Cologne-61_19_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-61_27_I-1.xml,DEU_Cologne-61_27_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-63_20_I-1.xml,DEU_Cologne-63_20_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-7_1_I-1.xml,DEU_Cologne-7_1_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-9_44_I-1.xml,DEU_Cologne-9_44_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Cologne-9_6_I-1.xml,DEU_Cologne-9_6_I-1,DEU_Cologne,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-11_14_I-1.xml,DEU_Dresden-11_14_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-17_30_I-1.xml,DEU_Dresden-17_30_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-18_46_I-1.xml,DEU_Dresden-18_46_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-25_44_I-1.xml,DEU_Dresden-25_44_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-28_39_I-1.xml,DEU_Dresden-28_39_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-35_22_I-1.xml,DEU_Dresden-35_22_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-36_39_I-1.xml,DEU_Dresden-36_39_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-41_14_I-1.xml,DEU_Dresden-41_14_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-52_3_I-1.xml,DEU_Dresden-52_3_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-55_6_I-1.xml,DEU_Dresden-55_6_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-63_3_I-1.xml,DEU_Dresden-63_3_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-7_17_I-1.xml,DEU_Dresden-7_17_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Dresden-9_53_I-1.xml,DEU_Dresden-9_53_I-1,DEU_Dresden,0,0,no valid 8-observation/12-prediction window
DEU_Frankfurt-201_17_I-1.xml,DEU_Frankfurt-201_17_I-1,DEU_Frankfurt,0,0,no valid 8-observation/12-prediction window
DEU_Frankfurt-27_5_I-1.xml,DEU_Frankfurt-27_5_I-1,DEU_Frankfurt,0,0,no valid 8-observation/12-prediction window
DEU_Guetersloh-20_1_I-1-1.xml,DEU_Guetersloh-20_1_I-1-1,DEU_Guetersloh,0,0,no valid 8-observation/12-prediction window
DEU_Guetersloh-29_4_I-1-1.xml,DEU_Guetersloh-29_4_I-1-1,DEU_Guetersloh,0,0,no valid 8-observation/12-prediction window
DEU_Guetersloh-30_1_I-1-1.xml,DEU_Guetersloh-30_1_I-1-1,DEU_Guetersloh,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-10_55_I-1.xml,DEU_Hamburg-10_55_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-13_1_I-1.xml,DEU_Hamburg-13_1_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-18_30_I-1.xml,DEU_Hamburg-18_30_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-22_26_I-1.xml,DEU_Hamburg-22_26_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-22_7_I-1.xml,DEU_Hamburg-22_7_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-25_9_I-1.xml,DEU_Hamburg-25_9_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-39_41_I-1.xml,DEU_Hamburg-39_41_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-39_47_I-1.xml,DEU_Hamburg-39_47_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-47_25_I-1.xml,DEU_Hamburg-47_25_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-49_7_I-1.xml,DEU_Hamburg-49_7_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-53_6_I-1.xml,DEU_Hamburg-53_6_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-58_28_I-1.xml,DEU_Hamburg-58_28_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hamburg-69_17_I-1.xml,DEU_Hamburg-69_17_I-1,DEU_Hamburg,0,0,no valid 8-observation/12-prediction window
DEU_Hanover-12_18_I-1.xml,DEU_Hanover-12_18_I-1,DEU_Hanover,0,0,no valid 8-observation/12-prediction window
DEU_Hanover-1_6_I-1.xml,DEU_Hanover-1_6_I-1,DEU_Hanover,0,0,no valid 8-observation/12-prediction window
DEU_Kempten-21_2_I-1.xml,DEU_Kempten-21_2_I-1,DEU_Kempten,0,0,no valid 8-observation/12-prediction window
DEU_Kempten-60_6_I-1.xml,DEU_Kempten-60_6_I-1,DEU_Kempten,0,0,no valid 8-observation/12-prediction window
DEU_Kiel-2_29_I-1.xml,DEU_Kiel-2_29_I-1,DEU_Kiel,0,0,no valid 8-observation/12-prediction window
DEU_Leipzig-47_8_I-1.xml,DEU_Leipzig-47_8_I-1,DEU_Leipzig,0,0,no valid 8-observation/12-prediction window
DEU_Leipzig-59_19_I-1.xml,DEU_Leipzig-59_19_I-1,DEU_Leipzig,0,0,no valid 8-observation/12-prediction window
DEU_Lohmar-34_1_I-1-1.xml,DEU_Lohmar-34_1_I-1-1,DEU_Lohmar,0,0,no valid 8-observation/12-prediction window
DEU_Lohmar-8_1_I-1-1.xml,DEU_Lohmar-8_1_I-1-1,DEU_Lohmar,0,0,no valid 8-observation/12-prediction window
DEU_Nuremberg-15_11_I-1.xml,DEU_Nuremberg-15_11_I-1,DEU_Nuremberg,0,0,no valid 8-observation/12-prediction window
DEU_Nuremberg-16_17_I-1.xml,DEU_Nuremberg-16_17_I-1,DEU_Nuremberg,0,0,no valid 8-observation/12-prediction window
DEU_Nuremberg-39_5_I-1.xml,DEU_Nuremberg-39_5_I-1,DEU_Nuremberg,0,0,no valid 8-observation/12-prediction window
DEU_Nuremberg-54_1_I-1.xml,DEU_Nuremberg-54_1_I-1,DEU_Nuremberg,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-12_42_I-1.xml,ESP_Barcelona-12_42_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-15_14_I-1.xml,ESP_Barcelona-15_14_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-17_8_I-1.xml,ESP_Barcelona-17_8_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-26_36_I-1.xml,ESP_Barcelona-26_36_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-32_18_I-1.xml,ESP_Barcelona-32_18_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-32_25_I-1.xml,ESP_Barcelona-32_25_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-33_33_I-1.xml,ESP_Barcelona-33_33_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-36_30_I-1.xml,ESP_Barcelona-36_30_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-36_5_I-1.xml,ESP_Barcelona-36_5_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-39_23_I-1.xml,ESP_Barcelona-39_23_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-49_27_I-1.xml,ESP_Barcelona-49_27_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-49_44_I-1.xml,ESP_Barcelona-49_44_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-58_34_I-1.xml,ESP_Barcelona-58_34_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-64_25_I-1.xml,ESP_Barcelona-64_25_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-66_4_I-1.xml,ESP_Barcelona-66_4_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-69_15_I-1.xml,ESP_Barcelona-69_15_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-7_28_I-1.xml,ESP_Barcelona-7_28_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Barcelona-8_16_I-1.xml,ESP_Barcelona-8_16_I-1,ESP_Barcelona,0,0,no valid 8-observation/12-prediction window
ESP_Monzon-2_1_I-1-1.xml,ESP_Monzon-2_1_I-1-1,ESP_Monzon,0,0,no valid 8-observation/12-prediction window
ESP_Vigo-27_3_I-1.xml,ESP_Vigo-27_3_I-1,ESP_Vigo,0,0,no valid 8-observation/12-prediction window
ESP_Vigo-6_4_I-1.xml,ESP_Vigo-6_4_I-1,ESP_Vigo,0,0,no valid 8-observation/12-prediction window
ESP_Vigo-99_8_I-1.xml,ESP_Vigo-99_8_I-1,ESP_Vigo,0,0,no valid 8-observation/12-prediction window
FRA_Dijon-33_2_I-1.xml,FRA_Dijon-33_2_I-1,FRA_Dijon,0,0,no valid 8-observation/12-prediction window
FRA_Nancy-60_4_I-1.xml,FRA_Nancy-60_4_I-1,FRA_Nancy,0,0,no valid 8-observation/12-prediction window
GRC_NeaSmyrni-162_1_T-1.xml,GRC_NeaSmyrni-162_1_T-1,GRC_NeaSmyrni,0,0,no valid 8-observation/12-prediction window
ITA_Segrate-1_3_I-1-1.xml,ITA_Segrate-1_3_I-1-1,ITA_Segrate,0,0,no valid 8-observation/12-prediction window
USA_Austin-10_27_I-1.xml,USA_Austin-10_27_I-1,USA_Austin,0,0,no valid 8-observation/12-prediction window
USA_Austin-25_16_I-1.xml,USA_Austin-25_16_I-1,USA_Austin,0,0,no valid 8-observation/12-prediction window
USA_Austin-25_19_I-1.xml,USA_Austin-25_19_I-1,USA_Austin,0,0,no valid 8-observation/12-prediction window
USA_Austin-57_32_I-1.xml,USA_Austin-57_32_I-1,USA_Austin,0,0,no valid 8-observation/12-prediction window
USA_Austin-84_11_I-1.xml,USA_Austin-84_11_I-1,USA_Austin,0,0,no valid 8-observation/12-prediction window
USA_Lanker-1_12_I-1-1.xml,USA_Lanker-1_12_I-1-1,USA_Lanker,0,0,no valid 8-observation/12-prediction window
USA_Phoenix-17_48_I-1.xml,USA_Phoenix-17_48_I-1,USA_Phoenix,0,0,no valid 8-observation/12-prediction window
USA_Phoenix-42_8_I-1.xml,USA_Phoenix-42_8_I-1,USA_Phoenix,0,0,no valid 8-observation/12-prediction window
USA_Phoenix-43_8_I-1.xml,USA_Phoenix-43_8_I-1,USA_Phoenix,0,0,no valid 8-observation/12-prediction window
USA_Phoenix-51_13_I-1.xml,USA_Phoenix-51_13_I-1,USA_Phoenix,0,0,no valid 8-observation/12-prediction window
USA_Phoenix-76_7_I-1.xml,USA_Phoenix-76_7_I-1,USA_Phoenix,0,0,no valid 8-observation/12-prediction window
USA_Washington-32_57_I-1.xml,USA_Washington-32_57_I-1,USA_Washington,0,0,no valid 8-observation/12-prediction window
ZAM_Tjunction-1_309_I-1-1.xml,ZAM_Tjunction-1_309_I-1-1,ZAM_Tjunction,0,0,no valid 8-observation/12-prediction window
ZAM_Tjunction-1_471_I-1-1.xml,ZAM_Tjunction-1_471_I-1-1,ZAM_Tjunction,0,0,no valid 8-observation/12-prediction window
